Stage,Plastochron,Internode,Treatment,Length
"S2, S3",P4,Hyp,L88 57 High Light,2.00
"S2, S3",P4,Hyp,L88 57 High Light,2.40
"S2, S3",P4,Hyp,L88 57 High Light,2.80
"S2, S3",P4,Hyp,L88 57 High Light,3.10
"S2, S3",P4,Hyp,L88 57 High Light,2.70
"S2, S3",P4,Hyp,L88 57 High Light,3.40
"S2, S3",P4,Hyp,L88 57 High Light,4.50
"S2, S3",P4,Hyp,L88 57 High Light,4.50
"S2, S3",P4,Hyp,L88 57 High Light,3.10
"S2, S3",P4,Epi,L88 57 Low Light,2.80
"S2, S3",P4,Epi,L88 57 Low Light,2.40
"S2, S3",P4,Epi,L88 57 Low Light,2.40
"S2, S3",P4,Epi,L88 57 Low Light,3.90
"S2, S3",P4,Epi,L88 57 Low Light,2.10
"S2, S3",P4,Epi,L88 57 Low Light,3.20
"S2, S3",P4,Epi,L88 57 Low Light,2.40
"S2, S3",P4,Epi,L88 57 Low Light,2.00
"S2, S3",P4,Epi,L88 57 Low Light,2.60
"S2, S3",P4,Epi,L88 57 Low Light,2.40
"S2, S3",P4,Epi,L88 57 Low Light,2.50
"S2, S3",P4,Epi,L88 57 Low Light,2.90
"S2, S3",P4,Epi,L88 57 Low Light,2.00
"S2, S3",P4,Epi,L88 57 Low Light,2.40
"S2, S3",P4,Epi,L88 57 Low Light,2.80
"S2, S3",P4,Epi,L88 57 Low Light,2.30
"S2, S3",P4,Epi,L88 57 Low Light,3.40
"S2, S3",P4,Epi,L88 57 Low Light,2.30
"S2, S3",P4,Epi,L88 57 Low Light,2.00
"S2, S3",P4,Epi,L88 57 Low Light,2.40
"S2, S3",P4,Epi,L88 57 High Light,2.50
"S2, S3",P4,Epi,L88 57 High Light,1.80
"S2, S3",P4,Epi,L88 57 High Light,1.80
"S2, S3",P4,Epi,L88 57 High Light,2.00
"S2, S3",P4,Epi,L88 57 High Light,2.50
"S2, S3",P4,Epi,L88 57 High Light,2.50
"S2, S3",P4,Epi,L88 57 High Light,2.00
"S2, S3",P4,Epi,L88 57 High Light,1.80
"S2, S3",P4,Epi,L88 57 High Light,3.00
"S2, S3",P4,Epi,L88 57 High Light,1.50
"S2, S3",P4,Epi,L88 57 High Light,2.50
"S2, S3",P4,Epi,L88 57 High Light,2.10
"S2, S3",P4,Epi,L88 57 High Light,2.50
"S2, S3",P4,Epi,L88 57 High Light,2.00
"S2, S3",P4,Epi,L88 57 High Light,1.80
"S2, S3",P4,Epi,L88 57 High Light,2.00
"S2, S3",P4,Epi,L88 57 High Light,2.50
"S2, S3",P4,IN1,L88 57 Low Light,1.20
"S2, S3",P4,IN1,L88 57 Low Light,1.60
"S2, S3",P4,IN1,L88 57 Low Light,1.90
"S2, S3",P4,IN1,L88 57 Low Light,1.10
"S2, S3",P4,IN1,L88 57 Low Light,1.10
"S2, S3",P4,IN1,L88 57 Low Light,1.10
"S2, S3",P4,IN1,L88 57 Low Light,1.50
"S2, S3",P4,IN1,L88 57 Low Light,1.60
"S2, S3",P4,IN1,L88 57 Low Light,2.10
"S2, S3",P4,IN1,L88 57 Low Light,2.60
"S2, S3",P4,IN1,L88 57 Low Light,1.70
"S2, S3",P4,IN1,L88 57 Low Light,2.00
"S2, S3",P4,IN1,L88 57 Low Light,1.60
"S2, S3",P4,IN1,L88 57 Low Light,2.30
"S2, S3",P4,IN1,L88 57 Low Light,1.60
"S2, S3",P4,IN1,L88 57 Low Light,1.50
"S2, S3",P4,IN1,L88 57 Low Light,2.20
"S2, S3",P4,IN1,L88 57 Low Light,1.40
"S2, S3",P4,IN1,L88 57 Low Light,1.00
"S2, S3",P4,IN1,L88 57 Low Light,1.40
"S2, S3",P4,IN1,L88 57 High Light,1.00
"S2, S3",P4,IN1,L88 57 High Light,1.00
"S2, S3",P4,IN1,L88 57 High Light,1.00
"S2, S3",P4,IN1,L88 57 High Light,1.40
"S2, S3",P4,IN1,L88 57 High Light,1.00
"S2, S3",P4,IN1,L88 57 High Light,1.40
"S2, S3",P4,IN1,L88 57 High Light,1.20
"S2, S3",P4,IN1,L88 57 High Light,1.10
"S2, S3",P4,IN1,L88 57 High Light,1.50
"S2, S3",P4,IN1,L88 57 High Light,1.20
"S2, S3",P4,IN1,L88 57 High Light,1.20
"S2, S3",P4,IN1,L88 57 High Light,1.10
"S2, S3",P4,IN1,L88 57 High Light,1.00
"S2, S3",P4,IN1,L88 57 High Light,1.00
"S2, S3",P4,IN1,L88 57 High Light,1.20
"S2, S3",P4,IN1,L88 57 High Light,1.10
"S2, S3",P4,IN1,L88 57 High Light,1.20
"S2, S3",P4,IN2,L88 57 Low Light,0.60
"S2, S3",P4,IN2,L88 57 Low Light,0.80
"S2, S3",P4,IN2,L88 57 Low Light,1.10
"S2, S3",P4,IN2,L88 57 Low Light,0.60
"S2, S3",P4,IN2,L88 57 Low Light,0.80
"S2, S3",P4,IN2,L88 57 Low Light,0.60
"S2, S3",P4,IN2,L88 57 Low Light,0.80
"S2, S3",P4,IN2,L88 57 Low Light,0.80
"S2, S3",P4,IN2,L88 57 Low Light,1.00
"S2, S3",P4,IN2,L88 57 Low Light,1.30
"S2, S3",P4,IN2,L88 57 Low Light,0.90
"S2, S3",P4,IN2,L88 57 Low Light,1.10
"S2, S3",P4,IN2,L88 57 Low Light,1.00
"S2, S3",P4,IN2,L88 57 Low Light,1.00
"S2, S3",P4,IN2,L88 57 Low Light,0.70
"S2, S3",P4,IN2,L88 57 Low Light,0.90
"S2, S3",P4,IN2,L88 57 Low Light,0.90
"S2, S3",P4,IN2,L88 57 Low Light,0.80
"S2, S3",P4,IN2,L88 57 Low Light,0.50
"S2, S3",P4,IN2,L88 57 Low Light,0.60
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.40
"S2, S3",P4,IN2,L88 57 High Light,0.80
"S2, S3",P4,IN2,L88 57 High Light,0.60
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,1.00
"S2, S3",P4,IN2,L88 57 High Light,0.90
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.60
"S2, S3",P4,IN2,L88 57 High Light,0.60
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.50
"S2, S3",P4,IN2,L88 57 High Light,0.60
"S2, S3",P4,IN3,L88 57 Low Light,0.50
"S2, S3",P4,IN3 ,L88 57 Low Light,0.60
"S2, S3",P4,IN3,L88 57 Low Light,0.60
"S2, S3",P4,IN3,L88 57 Low Light,0.30
"S2, S3",P4,IN3,L88 57 Low Light,0.40
"S2, S3",P4,IN3,L88 57 Low Light,0.30
"S2, S3",P4,IN3,L88 57 Low Light,0.40
"S2, S3",P4,IN3,L88 57 Low Light,0.70
"S2, S3",P4,IN3,L88 57 Low Light,0.50
"S2, S3",P4,IN3,L88 57 Low Light,0.80
"S2, S3",P4,IN3,L88 57 Low Light,0.40
"S2, S3",P4,IN3,L88 57 Low Light,0.60
"S2, S3",P4,IN3,L88 57 Low Light,0.50
"S2, S3",P4,IN3,L88 57 Low Light,0.70
"S2, S3",P4,IN3,L88 57 Low Light,0.30
"S2, S3",P4,IN3,L88 57 Low Light,0.40
"S2, S3",P4,IN3,L88 57 Low Light,0.40
"S2, S3",P4,IN3,L88 57 Low Light,0.40
"S2, S3",P4,IN3,L88 57 Low Light,0.20
"S2, S3",P4,IN3,L88 57 Low Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.40
"S2, S3",P4,IN3,L88 57 High Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.50
"S2, S3",P4,IN3,L88 57 High Light,0.60
"S2, S3",P4,IN3,L88 57 High Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.40
"S2, S3",P4,IN3,L88 57 High Light,0.50
"S2, S3",P4,IN3,L88 57 High Light,0.40
"S2, S3",P4,IN3,L88 57 High Light,0.40
"S2, S3",P4,IN3,L88 57 High Light,0.60
"S2, S3",P4,IN3,L88 57 High Light,0.70
"S2, S3",P4,IN3,L88 57 High Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.40
"S2, S3",P4,IN3,L88 57 High Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.30
"S2, S3",P4,IN3,L88 57 High Light,0.40
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.20
"S2, S3",P4,IN4,L88 57 Low Light,0.20
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.20
"S2, S3",P4,IN4,L88 57 Low Light,0.20
"S2, S3",P4,IN4,L88 57 Low Light,0.40
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.20
"S2, S3",P4,IN4,L88 57 Low Light,0.20
"S2, S3",P4,IN4,L88 57 Low Light,0.30
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 Low Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.20
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.30
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.30
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.20
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
"S2, S3",P4,IN4,L88 57 High Light,0.10
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,3.80
S3,P5,Hyp,L88 57 Low Light,3.50
S3,P5,Hyp,L88 57 Low Light,2.00
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,2.00
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,3.10
S3,P5,Hyp,L88 57 Low Light,3.30
S3,P5,Hyp,L88 57 Low Light,3.90
S3,P5,Hyp,L88 57 Low Light,4.00
S3,P5,Hyp,L88 57 Low Light,2.60
S3,P5,Hyp,L88 57 Low Light,2.00
S3,P5,Hyp,L88 57 Low Light,3.50
S3,P5,Hyp,L88 57 Low Light,2.00
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,3.00
S3,P5,Hyp,L88 57 Low Light,2.80
S3,P5,Hyp,L88 57 High Light,4.00
S3,P5,Hyp,L88 57 High Light,4.40
S3,P5,Hyp,L88 57 High Light,3.10
S3,P5,Hyp,L88 57 High Light,3.10
S3,P5,Hyp,L88 57 High Light,4.00
S3,P5,Hyp,L88 57 High Light,3.10
S3,P5,Hyp,L88 57 High Light,2.70
S3,P5,Hyp,L88 57 High Light,4.50
S3,P5,Hyp,L88 57 High Light,2.20
S3,P5,Hyp,L88 57 High Light,2.00
S3,P5,Hyp,L88 57 High Light,2.70
S3,P5,Hyp,L88 57 High Light,3.00
S3,P5,Hyp,L88 57 High Light,2.50
S3,P5,Hyp,L88 57 High Light,3.20
S3,P5,Hyp,L88 57 High Light,4.50
S3,P5,Hyp,L88 57 High Light,4.20
S3,P5,Hyp,L88 57 High Light,3.00
S3,P5,Epi,L88 57 Low Light,2.50
S3,P5,Epi,L88 57 Low Light,1.90
S3,P5,Epi,L88 57 Low Light,2.30
S3,P5,Epi,L88 57 Low Light,3.10
S3,P5,Epi,L88 57 Low Light,2.00
S3,P5,Epi,L88 57 Low Light,3.00
S3,P5,Epi,L88 57 Low Light,2.20
S3,P5,Epi,L88 57 Low Light,2.00
S3,P5,Epi,L88 57 Low Light,2.40
S3,P5,Epi,L88 57 Low Light,2.30
S3,P5,Epi,L88 57 Low Light,2.40
S3,P5,Epi,L88 57 Low Light,2.90
S3,P5,Epi,L88 57 Low Light,1.80
S3,P5,Epi,L88 57 Low Light,2.50
S3,P5,Epi,L88 57 Low Light,2.50
S3,P5,Epi,L88 57 Low Light,2.00
S3,P5,Epi,L88 57 Low Light,3.30
S3,P5,Epi,L88 57 Low Light,2.30
S3,P5,Epi,L88 57 Low Light,2.10
S3,P5,Epi,L88 57 Low Light,2.50
S3,P5,Epi,L88 57 High Light,2.50
S3,P5,Epi,L88 57 High Light,1.80
S3,P5,Epi,L88 57 High Light,1.80
S3,P5,Epi,L88 57 High Light,2.50
S3,P5,Epi,L88 57 High Light,2.50
S3,P5,Epi,L88 57 High Light,1.90
S3,P5,Epi,L88 57 High Light,3.00
S3,P5,Epi,L88 57 High Light,1.80
S3,P5,Epi,L88 57 High Light,2.60
S3,P5,Epi,L88 57 High Light,1.10
S3,P5,Epi,L88 57 High Light,2.00
S3,P5,Epi,L88 57 High Light,2.00
S3,P5,Epi,L88 57 High Light,2.40
S3,P5,Epi,L88 57 High Light,2.00
S3,P5,Epi,L88 57 High Light,1.80
S3,P5,Epi,L88 57 High Light,2.10
S3,P5,Epi,L88 57 High Light,2.50
S3,P5,IN1,L88 57 Low Light,1.20
S3,P5,IN1,L88 57 Low Light,1.80
S3,P5,IN1,L88 57 Low Light,2.00
S3,P5,IN1,L88 57 Low Light,1.50
S3,P5,IN1,L88 57 Low Light,1.70
S3,P5,IN1,L88 57 Low Light,1.50
S3,P5,IN1,L88 57 Low Light,1.80
S3,P5,IN1,L88 57 Low Light,1.50
S3,P5,IN1,L88 57 Low Light,2.00
S3,P5,IN1,L88 57 Low Light,2.60
S3,P5,IN1,L88 57 Low Light,2.00
S3,P5,IN1,L88 57 Low Light,2.00
S3,P5,IN1,L88 57 Low Light,1.80
S3,P5,IN1,L88 57 Low Light,2.50
S3,P5,IN1,L88 57 Low Light,1.90
S3,P5,IN1,L88 57 Low Light,1.80
S3,P5,IN1,L88 57 Low Light,2.60
S3,P5,IN1,L88 57 Low Light,1.60
S3,P5,IN1,L88 57 Low Light,1.30
S3,P5,IN1,L88 57 Low Light,1.50
S3,P5,IN1,L88 57 High Light,1.00
S3,P5,IN1,L88 57 High Light,1.20
S3,P5,IN1,L88 57 High Light,1.20
S3,P5,IN1,L88 57 High Light,1.20
S3,P5,IN1,L88 57 High Light,1.80
S3,P5,IN1,L88 57 High Light,1.10
S3,P5,IN1,L88 57 High Light,1.10
S3,P5,IN1,L88 57 High Light,1.30
S3,P5,IN1,L88 57 High Light,1.50
S3,P5,IN1,L88 57 High Light,1.30
S3,P5,IN1,L88 57 High Light,1.40
S3,P5,IN1,L88 57 High Light,1.00
S3,P5,IN1,L88 57 High Light,1.50
S3,P5,IN1,L88 57 High Light,1.00
S3,P5,IN1,L88 57 High Light,1.00
S3,P5,IN1,L88 57 High Light,1.30
S3,P5,IN1,L88 57 High Light,1.50
S3,P5,IN2,L88 57 Low Light,0.50
S3,P5,IN2,L88 57 Low Light,1.10
S3,P5,IN2,L88 57 Low Light,1.40
S3,P5,IN2,L88 57 Low Light,0.80
S3,P5,IN2,L88 57 Low Light,1.30
S3,P5,IN2,L88 57 Low Light,0.90
S3,P5,IN2,L88 57 Low Light,1.00
S3,P5,IN2,L88 57 Low Light,1.00
S3,P5,IN2,L88 57 Low Light,1.10
S3,P5,IN2,L88 57 Low Light,1.50
S3,P5,IN2,L88 57 Low Light,1.40
S3,P5,IN2,L88 57 Low Light,1.50
S3,P5,IN2,L88 57 Low Light,1.50
S3,P5,IN2,L88 57 Low Light,1.30
S3,P5,IN2,L88 57 Low Light,1.00
S3,P5,IN2,L88 57 Low Light,1.40
S3,P5,IN2,L88 57 Low Light,1.20
S3,P5,IN2,L88 57 Low Light,1.00
S3,P5,IN2,L88 57 Low Light,1.10
S3,P5,IN2,L88 57 Low Light,1.00
S3,P5,IN2,L88 57 High Light,1.00
S3,P5,IN2,L88 57 High Light,1.00
S3,P5,IN2,L88 57 High Light,0.70
S3,P5,IN2,L88 57 High Light,0.80
S3,P5,IN2,L88 57 High Light,0.80
S3,P5,IN2,L88 57 High Light,0.70
S3,P5,IN2,L88 57 High Light,1.00
S3,P5,IN2,L88 57 High Light,0.90
S3,P5,IN2,L88 57 High Light,1.00
S3,P5,IN2,L88 57 High Light,1.00
S3,P5,IN2,L88 57 High Light,0.70
S3,P5,IN2,L88 57 High Light,0.60
S3,P5,IN2,L88 57 High Light,0.80
S3,P5,IN2,L88 57 High Light,0.70
S3,P5,IN2,L88 57 High Light,0.70
S3,P5,IN2,L88 57 High Light,0.80
S3,P5,IN2,L88 57 High Light,0.80
S3,P5,IN3,L88 57 Low Light,0.40
S3,P5,IN3 ,L88 57 Low Light,0.80
S3,P5,IN3,L88 57 Low Light,0.90
S3,P5,IN3,L88 57 Low Light,0.70
S3,P5,IN3,L88 57 Low Light,0.90
S3,P5,IN3,L88 57 Low Light,0.70
S3,P5,IN3,L88 57 Low Light,0.80
S3,P5,IN3,L88 57 Low Light,0.70
S3,P5,IN3,L88 57 Low Light,1.10
S3,P5,IN3,L88 57 Low Light,1.50
S3,P5,IN3,L88 57 Low Light,1.10
S3,P5,IN3,L88 57 Low Light,1.40
S3,P5,IN3,L88 57 Low Light,1.30
S3,P5,IN3,L88 57 Low Light,1.30
S3,P5,IN3,L88 57 Low Light,0.50
S3,P5,IN3,L88 57 Low Light,0.90
S3,P5,IN3,L88 57 Low Light,1.00
S3,P5,IN3,L88 57 Low Light,0.90
S3,P5,IN3,L88 57 Low Light,0.50
S3,P5,IN3,L88 57 Low Light,0.90
S3,P5,IN3,L88 57 High Light,1.30
S3,P5,IN3,L88 57 High Light,0.70
S3,P5,IN3,L88 57 High Light,1.10
S3,P5,IN3,L88 57 High Light,1.10
S3,P5,IN3,L88 57 High Light,0.50
S3,P5,IN3,L88 57 High Light,0.90
S3,P5,IN3,L88 57 High Light,1.00
S3,P5,IN3,L88 57 High Light,1.00
S3,P5,IN3,L88 57 High Light,0.90
S3,P5,IN3,L88 57 High Light,0.80
S3,P5,IN3,L88 57 High Light,0.70
S3,P5,IN3,L88 57 High Light,0.50
S3,P5,IN3,L88 57 High Light,0.80
S3,P5,IN3,L88 57 High Light,0.50
S3,P5,IN3,L88 57 High Light,1.00
S3,P5,IN3,L88 57 High Light,0.70
S3,P5,IN3,L88 57 High Light,0.60
S3,P5,IN4,L88 57 Low Light,0.10
S3,P5,IN4,L88 57 Low Light,0.20
S3,P5,IN4,L88 57 Low Light,0.30
S3,P5,IN4,L88 57 Low Light,0.30
S3,P5,IN4,L88 57 Low Light,0.20
S3,P5,IN4,L88 57 Low Light,0.40
S3,P5,IN4,L88 57 Low Light,0.30
S3,P5,IN4,L88 57 Low Light,0.30
S3,P5,IN4,L88 57 Low Light,0.40
S3,P5,IN4,L88 57 Low Light,0.80
S3,P5,IN4,L88 57 Low Light,0.40
S3,P5,IN4,L88 57 Low Light,0.50
S3,P5,IN4,L88 57 Low Light,0.50
S3,P5,IN4,L88 57 Low Light,0.50
S3,P5,IN4,L88 57 Low Light,0.20
S3,P5,IN4,L88 57 Low Light,0.40
S3,P5,IN4,L88 57 Low Light,0.40
S3,P5,IN4,L88 57 Low Light,0.40
S3,P5,IN4,L88 57 Low Light,0.20
S3,P5,IN4,L88 57 Low Light,0.30
S3,P5,IN4,L88 57 High Light,0.90
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.40
S3,P5,IN4,L88 57 High Light,0.40
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.20
S3,P5,IN4,L88 57 High Light,0.40
S3,P5,IN4,L88 57 High Light,0.20
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.20
S3,P5,IN4,L88 57 High Light,0.20
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.30
S3,P5,IN4,L88 57 High Light,0.20
S3,P5,IN4,L88 57 High Light,0.20
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.40
S3,P5,IN5,L88 57 Low Light,0.20
S3,P5,IN5,L88 57 Low Light,0.30
S3,P5,IN5,L88 57 Low Light,0.30
S3,P5,IN5,L88 57 Low Light,0.30
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.20
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 Low Light,0.10
S3,P5,IN5,L88 57 High Light,0.30
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.20
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
S3,P5,IN5,L88 57 High Light,0.10
"S3, S4",P6,Hyp,L88 57 Low Light,2.50
"S3, S4",P6,Hyp,L88 57 Low Light,3.50
"S3, S4",P6,Hyp,L88 57 Low Light,3.10
"S3, S4",P6,Hyp,L88 57 Low Light,2.00
"S3, S4",P6,Hyp,L88 57 Low Light,2.80
"S3, S4",P6,Hyp,L88 57 Low Light,2.50
"S3, S4",P6,Hyp,L88 57 Low Light,2.50
"S3, S4",P6,Hyp,L88 57 Low Light,2.60
"S3, S4",P6,Hyp,L88 57 Low Light,3.00
"S3, S4",P6,Hyp,L88 57 Low Light,3.80
"S3, S4",P6,Hyp,L88 57 Low Light,3.30
"S3, S4",P6,Hyp,L88 57 Low Light,3.30
"S3, S4",P6,Hyp,L88 57 Low Light,4.50
"S3, S4",P6,Hyp,L88 57 Low Light,3.00
"S3, S4",P6,Hyp,L88 57 Low Light,1.80
"S3, S4",P6,Hyp,L88 57 Low Light,3.50
"S3, S4",P6,Hyp,L88 57 Low Light,2.00
"S3, S4",P6,Hyp,L88 57 Low Light,3.40
"S3, S4",P6,Hyp,L88 57 Low Light,2.00
"S3, S4",P6,Hyp,L88 57 Low Light,2.50
"S3, S4",P6,Hyp,L88 57 High Light,3.90
"S3, S4",P6,Hyp,L88 57 High Light,4.00
"S3, S4",P6,Hyp,L88 57 High Light,3.50
"S3, S4",P6,Hyp,L88 57 High Light,3.50
"S3, S4",P6,Hyp,L88 57 High Light,2.20
"S3, S4",P6,Hyp,L88 57 High Light,4.60
"S3, S4",P6,Hyp,L88 57 High Light,3.10
"S3, S4",P6,Hyp,L88 57 High Light,2.20
"S3, S4",P6,Hyp,L88 57 High Light,4.10
"S3, S4",P6,Hyp,L88 57 High Light,2.00
"S3, S4",P6,Hyp,L88 57 High Light,1.60
"S3, S4",P6,Hyp,L88 57 High Light,2.80
"S3, S4",P6,Hyp,L88 57 High Light,3.00
"S3, S4",P6,Hyp,L88 57 High Light,3.80
"S3, S4",P6,Hyp,L88 57 High Light,2.80
"S3, S4",P6,Hyp,L88 57 High Light,4.00
"S3, S4",P6,Hyp,L88 57 High Light,4.50
"S3, S4",P6,Hyp,L88 57 High Light,3.30
"S3, S4",P6,Epi,L88 57 Low Light,2.80
"S3, S4",P6,Epi,L88 57 Low Light,2.00
"S3, S4",P6,Epi,L88 57 Low Light,2.10
"S3, S4",P6,Epi,L88 57 Low Light,3.30
"S3, S4",P6,Epi,L88 57 Low Light,2.00
"S3, S4",P6,Epi,L88 57 Low Light,3.40
"S3, S4",P6,Epi,L88 57 Low Light,2.00
"S3, S4",P6,Epi,L88 57 Low Light,2.10
"S3, S4",P6,Epi,L88 57 Low Light,2.50
"S3, S4",P6,Epi,L88 57 Low Light,2.30
"S3, S4",P6,Epi,L88 57 Low Light,2.20
"S3, S4",P6,Epi,L88 57 Low Light,3.00
"S3, S4",P6,Epi,L88 57 Low Light,2.00
"S3, S4",P6,Epi,L88 57 Low Light,2.50
"S3, S4",P6,Epi,L88 57 Low Light,2.50
"S3, S4",P6,Epi,L88 57 Low Light,2.00
"S3, S4",P6,Epi,L88 57 Low Light,3.30
"S3, S4",P6,Epi,L88 57 Low Light,2.30
"S3, S4",P6,Epi,L88 57 Low Light,2.00
"S3, S4",P6,Epi,L88 57 Low Light,2.50
"S3, S4",P6,Epi,L88 57 High Light,2.40
"S3, S4",P6,Epi,L88 57 High Light,2.00
"S3, S4",P6,Epi,L88 57 High Light,1.80
"S3, S4",P6,Epi,L88 57 High Light,1.80
"S3, S4",P6,Epi,L88 57 High Light,2.60
"S3, S4",P6,Epi,L88 57 High Light,2.30
"S3, S4",P6,Epi,L88 57 High Light,2.10
"S3, S4",P6,Epi,L88 57 High Light,3.20
"S3, S4",P6,Epi,L88 57 High Light,1.80
"S3, S4",P6,Epi,L88 57 High Light,2.70
"S3, S4",P6,Epi,L88 57 High Light,1.50
"S3, S4",P6,Epi,L88 57 High Light,2.30
"S3, S4",P6,Epi,L88 57 High Light,2.00
"S3, S4",P6,Epi,L88 57 High Light,2.50
"S3, S4",P6,Epi,L88 57 High Light,2.20
"S3, S4",P6,Epi,L88 57 High Light,2.00
"S3, S4",P6,Epi,L88 57 High Light,2.00
"S3, S4",P6,Epi,L88 57 High Light,2.60
"S3, S4",P6,IN1,L88 57 Low Light,1.40
"S3, S4",P6,IN1,L88 57 Low Light,1.80
"S3, S4",P6,IN1,L88 57 Low Light,2.00
"S3, S4",P6,IN1,L88 57 Low Light,1.50
"S3, S4",P6,IN1,L88 57 Low Light,2.00
"S3, S4",P6,IN1,L88 57 Low Light,1.70
"S3, S4",P6,IN1,L88 57 Low Light,1.60
"S3, S4",P6,IN1,L88 57 Low Light,1.70
"S3, S4",P6,IN1,L88 57 Low Light,2.40
"S3, S4",P6,IN1,L88 57 Low Light,2.50
"S3, S4",P6,IN1,L88 57 Low Light,1.50
"S3, S4",P6,IN1,L88 57 Low Light,2.00
